id;c_square;x;y;gsa;depth;strata;year;pred
21241;1401:226:219:3;16.925;42.175;18;342.89999;200_800;2017;533.9004115
21242;1401:226:219:1;16.925;42.125;18;329.95001;200_800;2017;533.9004115
21243;1401:226:209:3;16.925;42.075;18;352.54999;200_800;2017;538.1130456
21244;1401:226:209:1;16.925;42.025;18;379.5;200_800;2017;546.5383139
21245;1401:216:499:3;16.925;41.975;18;406.20001;200_800;2017;561.672306
21246;1401:216:499:1;16.925;41.925;18;462.39999;200_800;2017;583.515022
21247;1401:216:489:3;16.925;41.875;18;464.29999;200_800;2017;586.5337788
21248;1401:216:489:1;16.925;41.825;18;434.29999;200_800;2017;570.7285762
21249;1401:216:479:3;16.925;41.775;18;405.95001;200_800;2017;567.2028269
21250;1401:216:479:1;16.925;41.725;18;401.20001;200_800;2017;575.9565308
21251;1401:216:469:3;16.925;41.675;18;345.29999;200_800;2017;614.5363841
21252;1401:216:469:1;16.925;41.625;18;146.60001;0_200;2017;682.9423868
21253;1401:216:459:3;16.925;41.575;18;155.5;0_200;2017;750.8648494
21254;1401:216:459:1;16.925;41.525;18;139.45;0_200;2017;818.3037717
21255;1401:216:249:3;16.925;41.475;18;134.14999;0_200;2017;845.6591565
21256;1401:216:249:1;16.925;41.425;18;127.15;0_200;2017;832.9310039
21257;1401:216:239:3;16.925;41.375;18;122.2;0_200;2017;800.3676796
21258;1401:216:239:1;16.925;41.325;18;115;0_200;2017;747.9691838
21259;1401:216:229:3;16.925;41.275;18;115;0_200;2017;686.5499349
21260;1401:216:229:1;16.925;41.225;18;109.25;0_200;2017;616.109933
21261;1401:216:219:3;16.925;41.175;18;97.4;0_200;2017;547.2509403
21262;1401:216:219:1;16.925;41.125;18;20.85;0_200;2017;479.9729569
21457;1401:226:219:4;16.975;42.175;18;483.20001;200_800;2017;249.7330777
21458;1401:226:219:2;16.975;42.125;18;417.60001;200_800;2017;249.7330777
21459;1401:226:209:4;16.975;42.075;18;441.54999;200_800;2017;250.9736922
21460;1401:226:209:2;16.975;42.025;18;466.54999;200_800;2017;253.4549212
21461;1401:216:499:4;16.975;41.975;18;486.64999;200_800;2017;262.3187558
21462;1401:216:499:2;16.975;41.925;18;516.65002;200_800;2017;277.5651962
21463;1401:216:489:4;16.975;41.875;18;572.15002;200_800;2017;281.7989562
21464;1401:216:489:2;16.975;41.825;18;594.70001;200_800;2017;275.0200358
21465;1401:216:479:4;16.975;41.775;18;580.79999;200_800;2017;281.4281042
21466;1401:216:479:2;16.975;41.725;18;536.34998;200_800;2017;301.0231613
21467;1401:216:469:4;16.975;41.675;18;444.95001;200_800;2017;357.4832163
21468;1401:216:469:2;16.975;41.625;18;180;0_200;2017;450.8082693
21469;1401:216:459:4;16.975;41.575;18;185.39999;0_200;2017;563.0407652
21470;1401:216:459:2;16.975;41.525;18;154.7;0_200;2017;694.180704
21471;1401:216:249:4;16.975;41.475;18;145.60001;0_200;2017;766.0644471
21472;1401:216:249:2;16.975;41.425;18;134.60001;0_200;2017;778.6919945
21473;1401:216:239:4;16.975;41.375;18;129.55;0_200;2017;768.8218744
21474;1401:216:239:2;16.975;41.325;18;127.2;0_200;2017;736.4540869
21475;1401:216:229:4;16.975;41.275;18;118.4;0_200;2017;692.0066866
21476;1401:216:229:2;16.975;41.225;18;115.7;0_200;2017;635.4796735
21477;1401:216:219:4;16.975;41.175;18;102.8;0_200;2017;506.2985998
21478;1401:216:219:2;16.975;41.125;18;47.1;0_200;2017;304.4634654
21674;1401:227:110:1;17.025;42.125;18;613.15002;200_800;2017;107.6481605
21675;1401:227:100:3;17.025;42.075;18;642.20001;200_800;2017;107.3414006
21676;1401:227:100:1;17.025;42.025;18;665.34998;200_800;2017;106.9732869
